    hyperdrive_liquidity,fixed_rate,variable_rate,timestretch,curve_fee,flat_fee,initial_deposit,bystander_deposit,sandwich_short,sandwich_deposit,time_to_close_short,time_to_close_everlong,bystander_close_delay,sandwich_short_cost,attacker_balance,bystander_balance,initial_depositor_balance,everlong_balance
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,99.983686486573472316,99.910759551229984619,99.813008949441209186,0.000226146437295806
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,101.215506795391551124,101.141686455319747818,101.042976138054684050,0.000000000000000001
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,1.000000031709791983,0.000000000000000000,0.000000000000000000,102.373720473182257745,102.300425212091071532,102.201711150266350344,0.000229464922924836
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,101.215506795391551124,101.141686455319747818,101.042976138054684050,0.000000000000000001
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.500000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,102.373720473182257745,102.300425212091071532,102.201711150266350344,0.000229464922924836
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,1.000000031709791983,0.000000000000000000,0.000000000000000000,0.000000000000000000,102.373720473182257745,102.300425212091071532,102.201711150266350344,0.000229464922924836
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,2.479605204327078357,102.415428357086883634,99.910640033047037724,99.812889750336315840,0.000226213781646289
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,2.479605204327078357,103.647515387299723599,101.141561274884041379,101.042851215540023469,0.000000000000000001
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,1.000000031709791983,0.000000000000000000,2.479605204327078357,104.805978567561163365,102.300293698354154457,102.201579995879119514,0.000229463609299292
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,2.479605204327078357,103.697693829232228225,101.135664379904925866,101.036954320401516583,0.000000600308252013
