  hyperdrive_liquidity,fixed_rate,variable_rate,timestretch,curve_fee,flat_fee,initial_deposit,bystander_deposit,sandwich_short,sandwich_deposit,time_to_close_short,time_to_close_everlong,bystander_close_delay,attacker_profit_percent,bystander_profit_percent,initial_depositor_profit_percent
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.000163161751679544,-0.000892404487700153,-0.001869910505587908
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,0.012009096569053531,0.011416864553197478,0.010429761380546840
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,1.000000031709791983,0.000000000000000000,0.023186814567358385,0.023004252120910715,0.022017111502663503
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,0.012009096569053531,0.011416864553197478,0.010429761380546840
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.500000000000000000,0.500000000000000000,0.000000000000000000,0.023186814567358385,0.023004252120910715,0.022017111502663503
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,1.000000031709791983,0.000000000000000000,0.000000000000000000,0.023186814567358385,0.023004252120910715,0.022017111502663503
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,-0.000626632610630035,-0.000893599669529622,-0.001871102496636841
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,0.011268096283914907,0.011415612748840413,0.010428512155400234
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,1.000000031709791983,0.000000000000000000,0.022196952836373099,0.023002936983541544,0.022015799958791195
  50000.000000000000000000,0.025000000000000000,0.025000000000000000,0.022231562814530149,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,0.011746535336755700,0.011356643799049258,0.010369543204015165
