  hyperdrive_liquidity,fixed_rate,variable_rate,timestretch,curve_fee,flat_fee,initial_deposit,bystander_deposit,sandwich_short,sandwich_deposit,time_to_close_short,time_to_close_everlong,bystander_close_delay,sandwich_short_cost,attacker_balance,bystander_balance,initial_depositor_balance,everlong_balance
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,99.936926887880279839,99.655313247280002062,99.278803967707311334,0.000855945751913179
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,104.937627927897626878,104.641949185075868788,104.247729340109757557,0.000000000000000001
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.500000031709791983,0.000000000000000000,104.937627927897626878,109.812795546311129342,109.399945196534868934,0.000047740602691892
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,1.000000031709791983,0.000000000000000000,0.000000000000000000,109.639882786217283467,109.336848335131117768,108.929631444985772480,0.000998793120730525
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,104.937627927897626878,104.641949185075868788,104.247729340109757557,0.000000000000000001
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.500000000000000000,0.500000031709791983,0.000000000000000000,0.000000000000000000,109.639882786217283467,109.336848335131117768,108.929631444985772480,0.000998793120730525
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.500000031709791983,0.000000000000000000,104.937627927897626878,109.812795546311129342,109.399945196534868934,0.000047740602691892
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,1.000000031709791983,0.000000000000000000,0.000000000000000000,0.000000000000000000,109.639882786217283467,109.336848335131117768,108.929631444985772480,0.000998793120730525
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,9.109429024281707034,108.867774254357677604,99.654978434290347372,99.278473198585069561,0.000856869084700796
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,9.109429024281707034,113.872317153552455482,104.641535499858161188,104.247319149848825499,0.000000000000000001
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.500000031709791983,9.109429024281707034,113.872317153552455482,109.812287646646925252,109.399441953064017073,0.000047739096995068
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,1.000000031709791983,0.000000000000000000,9.109429024281707034,118.578167372169203819,109.336347310107358712,108.929135688687541009,0.000998773908668695
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,9.109429024281707034,110.683929238348977008,104.620581386281288338,104.226418258474146654,0.000005536017671644
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.500000000000000000,0.500000031709791983,0.000000000000000000,9.109429024281707034,115.408993973878203145,109.334627789388048604,108.926569263558695342,0.001000729394683294
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.500000031709791983,9.109429024281707034,110.683929238348977008,109.813695582466130209,109.399980534050777180,0.000048031217244440
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,100.000000000000000000,1.000000031709791983,0.000000000000000000,0.000000000000000000,9.109429024281707034,112.255109167076384420,109.332944904639095678,108.924057516370432780,0.001002631582530973
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,2379.581156183863713394,2425.747480839646534488,99.414526083072182077,99.039765577165228425,0.001133903331121621
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,2379.581156183863713394,2431.883429769915525674,104.370317915384409403,103.977702758250907263,0.000000000000000001
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.500000031709791983,2379.581156183863713394,2431.883429769915525674,109.505625762534559223,109.094751063770646358,0.000047157034793907
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,0.000000000000000000,1.000000031709791983,0.000000000000000000,2379.581156183863713394,2437.646975357985128817,109.032448375388340567,108.627375205801074605,0.000990240192261844
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,2379.581156183863713394,1755.344500115189250153,100.745319256553442598,100.352028189736391102,0.001000000000000000
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,0.500000000000000000,0.500000031709791983,0.000000000000000000,2379.581156183863713394,1765.189006644572155522,108.729089684236214382,108.175041949633721691,0.001542728085522007
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,0.500000000000000000,0.000000000000000000,0.500000031709791983,2379.581156183863713394,1755.344500115189250153,109.912435597679740688,109.346206037521109030,0.000128365609277254
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.088926251258120596,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,15000.000000000000000000,100.000000000000000000,1.000000031709791983,0.000000000000000000,0.000000000000000000,2379.581156183863713394,514.143154277678801971,108.149996361851302912,107.316358883751730764,0.001000000000000000
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.177852502516241192,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,99.937332625437653684,99.658643832908691363,99.284441546270945219,0.001436739700729440
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.177852502516241192,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.000000000000000000,0.000000000000000000,104.912618385833213795,104.620090757113706957,104.229161709913169511,0.000000000000000001
  50000.000000000000000000,0.100000000000000000,0.025000000000000000,0.177852502516241192,0.010000000000000000,0.000500000000000000,100.000000000000000000,100.000000000000000000,0.000000000000000000,100.000000000000000000,0.000000000000000000,0.500000000000000000,0.500000031709791983,0.000000000000000000,104.912618385833213795,109.718950101885175772,109.310400619435205556,0.000079072265922377
